"EnsID.y","EnsID","pairs","loopMethod","EnsName.x","GeneClassUpdate.x","EnsName.y","GeneClassUpdate.y","Lnc_Cluster","PCG_Cluster","Lnc_Timeframe","PCG_Timeframe","AbsDistLnc_PCG","DistLnc_PCG","str.x","str.y","LncRNA.PCG.Relationship","pair_range","pair_range_bin","pairs_merge","EnsID_merge","Thyroid_Locus_Up4","Brain_Hypothalamus_Locus_Up8","Lung_Locus_Up8","Artery_Aorta_Locus_Down24","Heart_Atrial_Appendage_Locus_Down24","Lung_Locus_Down24","Skin_Not_Sun_Exposed_Suprapubic_Locus_Down24","Artery_Aorta_Locus_Up4Del","Testis_Locus_Up4Del","Adipose_Subcutaneous_Promoter_Up4Del","Artery_Aorta_Promoter_Up4Del","Artery_Tibial_Promoter_Up4Del","Cells_Cultured_fibroblasts_Promoter_Up4Del","Esophagus_Mucosa_Promoter_Up4Del","Muscle_Skeletal_Promoter_Up4Del","Testis_Promoter_Up4Del","Testis_Exon_Down4","Lung_Exon_Down24","Skin_Not_Sun_Exposed_Suprapubic_Exon_Down24","Pituitary_Exon_Up4Del","Spleen_Exon_Up4Del","Testis_Exon_Up4Del","Skin_Not_Sun_Exposed_Suprapubic_Intron_Up4","Skin_Sun_Exposed_Lower_leg_Intron_Up4","Thyroid_Intron_Up4","Brain_Hypothalamus_Intron_Up8","Artery_Aorta_Intron_Down24","Heart_Atrial_Appendage_Intron_Down24","Lung_Intron_Down24","Skin_Not_Sun_Exposed_Suprapubic_Intron_Down24","Colon_Sigmoid_TTS_Up4","Artery_Tibial_TTS_Up8","Skin_Not_Sun_Exposed_Suprapubic_TTS_Up4Del","Testis_TTS_Up4Del","Thyroid_TTS_Up4Del","SMC_biobank_Locus_Up24","SMC_biobank_Locus_Up4Del","SMC_biobank_Promoter_Up4Del","SMC_biobank_Exon_Up4Del","eQTLvalidations","lncNames","pairsNice","CClncRNA_Type","PairType"
"ENSG00000105397.13","MSTRG.16057","MSTRG.16057-ENSG00000105397.13","Neither",NA,"Bona fide lncRNA","TYK2","Protein coding","Induced <4hrs","Induced 4-8hrs","<4hrs","4-8hrs",103.836,103.836,"-","-","Intergenic",133980,"100-200kbp","MSTRG.16057-ENSG00000105397","ENSG00000105397",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,"MSTRG.16057","MSTRG.16057-TYK2","Induced 0-4hr","Later timeframe"
"ENSG00000105486.13","ENSG00000268001.1","ENSG00000268001.1-ENSG00000105486.13","Neither","CARD8-AS1","Bona fide lncRNA","LIG1","CC","Induced 8-24hrs","Induced 8-24hrs","8-24hrs","8-24hrs",85.066,85.066,"+","-","Intergenic",142755,"100-200kbp","ENSG00000268001.1-ENSG00000105486","ENSG00000105486",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,"CARD8-AS1","CARD8-AS1-LIG1","Induced 8-24hr","Same timeframe"
"ENSG00000105499.13","ENSG00000268001.1","ENSG00000268001.1-ENSG00000105499.13","Neither","CARD8-AS1","Bona fide lncRNA","PLA2G4C","Protein coding","Induced 8-24hrs","Induced 8-24hrs","8-24hrs","8-24hrs",144.856,144.856,"+","-","Intergenic",210356,"200-300kbp","ENSG00000268001.1-ENSG00000105499","ENSG00000105499",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,"CARD8-AS1","CARD8-AS1-PLA2G4C","Induced 8-24hr","Same timeframe"
"ENSG00000105829.11","ENSG00000236453.5","ENSG00000236453.5-ENSG00000105829.11","Neither","AC003092.1","Bona fide lncRNA","BET1","Protein coding","Induced <4hrs","Induced 8-24hrs","<4hrs","8-24hrs",18.429,18.429,"+","-","Intergenic",74643,"50-100kbp","ENSG00000236453.5-ENSG00000105829","ENSG00000105829",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,7,"AC003092.1","AC003092.1-BET1","Induced 0-4hr","Later timeframe"
"ENSG00000105889.14","ENSG00000232759.1","ENSG00000232759.1-ENSG00000105889.14","Neither","AC002480.3","Bona fide lncRNA","STEAP1B","Protein coding","Induced <4hrs","Induced 4-8hrs","<4hrs","4-8hrs",62.803,62.803,"+","-","Intergenic",154763,"100-200kbp","ENSG00000232759.1-ENSG00000105889","ENSG00000105889",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,"AC002480.3","AC002480.3-STEAP1B","Induced 0-4hr","Later timeframe"
"ENSG00000116903.7","ENSG00000233461.5","ENSG00000233461.5-ENSG00000116903.7","Neither","RP11-295G20.2","Bona fide lncRNA","EXOC8","Protein coding","Induced 4-8hrs","Repressed 4-8hrs","4-8hrs","4-8hrs",190.689,190.689,"-","-","Intergenic",195789,"100-200kbp","ENSG00000233461.5-ENSG00000116903","ENSG00000116903",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"RP11-295G20.2","RP11-295G20.2-EXOC8","Induced 4-8hr","Same timeframe"
"ENSG00000118263.14","ENSG00000229647.1","ENSG00000229647.1-ENSG00000118263.14","Both","MYOSLID","Bona fide lncRNA","KLF7","TF","Induced <4hrs","Repressed 4-8hrs","<4hrs","4-8hrs",72.36,72.36,"+","-","Intergenic",174379,"100-200kbp","ENSG00000229647.1-ENSG00000118263","ENSG00000118263",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,"MYOSLID","MYOSLID-KLF7","Induced 0-4hr","Later timeframe"
"ENSG00000119878.5","ENSG00000239332.5","ENSG00000239332.5-ENSG00000119878.5","Neither","LINC01119","Bona fide lncRNA","CRIPT","Protein coding","Induced <4hrs","Repressed 4-8hrs","<4hrs","4-8hrs",210.671,210.671,"+","+","Intergenic",243857,"200-300kbp","ENSG00000239332.5-ENSG00000119878","ENSG00000119878",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,"LINC01119","LINC01119-CRIPT","Induced 0-4hr","Later timeframe"
"ENSG00000124207.16","ENSG00000177410.12","ENSG00000177410.12-ENSG00000124207.16","Neither","ZFAS1","Bona fide lncRNA","CSE1L","CC","Repressed 8-24hrs","Induced 8-24hrs","8-24hrs","8-24hrs",232.326,232.326,"+","+","Intergenic",251283,"200-300kbp","ENSG00000177410.12-ENSG00000124207","ENSG00000124207",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,"ZFAS1","ZFAS1-CSE1L","Repressed 8-24hr","Same timeframe"
"ENSG00000124249.6","ENSG00000244558.5","ENSG00000244558.5-ENSG00000124249.6","Neither","KCNK15-AS1","Bona fide lncRNA","KCNK15","Protein coding","Repressed 8-24hrs","Repressed 8-24hrs","8-24hrs","8-24hrs",0.469,0.469,"-","+","Antisense Overlap",57238,"50-100kbp","ENSG00000244558.5-ENSG00000124249","ENSG00000124249",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,"KCNK15-AS1","KCNK15-AS1-KCNK15","Repressed 8-24hr","Same timeframe"
"ENSG00000125124.11","ENSG00000260823.1","ENSG00000260823.1-ENSG00000125124.11","Neither","RP11-249C24.10","Bona fide lncRNA","BBS2","Protein coding","Induced <4hrs","Repressed 4-8hrs","<4hrs","4-8hrs",91.092,91.092,"-","-","Intergenic",140973,"100-200kbp","ENSG00000260823.1-ENSG00000125124","ENSG00000125124",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,8,"RP11-249C24.10","RP11-249C24.10-BBS2","Induced 0-4hr","Later timeframe"
"ENSG00000127920.5","ENSG00000236453.5","ENSG00000236453.5-ENSG00000127920.5","Neither","AC003092.1","Bona fide lncRNA","GNG11","Protein coding","Induced <4hrs","Induced 4-8hrs","<4hrs","4-8hrs",101.104,101.104,"+","+","Intergenic",148186,"100-200kbp","ENSG00000236453.5-ENSG00000127920","ENSG00000127920",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,"AC003092.1","AC003092.1-GNG11","Induced 0-4hr","Later timeframe"
"ENSG00000128342.4","ENSG00000232530.1","ENSG00000232530.1-ENSG00000128342.4","Neither","RP1-102K2.6","Bona fide lncRNA","LIF","Protein coding","Induced <4hrs","Induced <4hrs","<4hrs","<4hrs",7.946,-7.946,"+","-","Antisense Overlap",10360,"<15kbp","ENSG00000232530.1-ENSG00000128342","ENSG00000128342",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,"RP1-102K2.6","RP1-102K2.6-LIF","Induced 0-4hr","Same timeframe"
"ENSG00000129347.19","MSTRG.16057","MSTRG.16057-ENSG00000129347.19","Neither",NA,"Bona fide lncRNA","KRI1","Protein coding","Induced <4hrs","Induced 4-8hrs","<4hrs","4-8hrs",81.496,-81.496,"-","-","Intergenic",88366,"50-100kbp","MSTRG.16057-ENSG00000129347","ENSG00000129347",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,"MSTRG.16057","MSTRG.16057-KRI1","Induced 0-4hr","Later timeframe"
"ENSG00000133316.15","ENSG00000255717.6","ENSG00000255717.6-ENSG00000133316.15","Neither","SNHG1","Bona fide lncRNA","WDR74","Protein coding","Induced <4hrs","Induced 4-8hrs","<4hrs","4-8hrs",12.146,12.146,"-","-","Intergenic",22957,"15-25kbp","ENSG00000255717.6-ENSG00000133316","ENSG00000133316",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,8,"SNHG1","SNHG1-WDR74","Induced 0-4hr","Later timeframe"
"ENSG00000134198.9","MSTRG.1727","MSTRG.1727-ENSG00000134198.9","Neither",NA,"Bona fide lncRNA","TSPAN2","Protein coding","Induced <4hrs","Induced 4-8hrs","<4hrs","4-8hrs",150.037,150.037,"+","-","Intergenic",234875,"200-300kbp","MSTRG.1727-ENSG00000134198","ENSG00000134198",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,"MSTRG.1727","MSTRG.1727-TSPAN2","Induced 0-4hr","Later timeframe"
"ENSG00000134259.3","MSTRG.1727","MSTRG.1727-ENSG00000134259.3","Neither",NA,"Bona fide lncRNA","NGF","Protein coding","Induced <4hrs","Induced <4hrs","<4hrs","<4hrs",98.517,-98.517,"+","-","Intergenic",100700,"100-200kbp","MSTRG.1727-ENSG00000134259","ENSG00000134259",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,"MSTRG.1727","MSTRG.1727-NGF","Induced 0-4hr","Same timeframe"
"ENSG00000136270.13","ENSG00000232956.8","ENSG00000232956.8-ENSG00000136270.13","Neither","SNHG15","Bona fide lncRNA","TBRG4","Protein coding","Induced <4hrs","Induced 4-8hrs","<4hrs","4-8hrs",119.068,-119.068,"-","-","Intergenic",130692,"100-200kbp","ENSG00000232956.8-ENSG00000136270","ENSG00000136270",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,17,"SNHG15","SNHG15-TBRG4","Induced 0-4hr","Later timeframe"
"ENSG00000136280.15","ENSG00000232956.8","ENSG00000232956.8-ENSG00000136280.15","Neither","SNHG15","Bona fide lncRNA","CCM2","Protein coding","Induced <4hrs","Induced 4-8hrs","<4hrs","4-8hrs",13.584,-13.584,"-","+","Intergenic",93447,"50-100kbp","ENSG00000232956.8-ENSG00000136280","ENSG00000136280",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,14,"SNHG15","SNHG15-CCM2","Induced 0-4hr","Later timeframe"
